lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
12,2,124.0,9,20,4,1,2,0,0,1
3,0,123.0,10,19,2,2,1,0,0,0
114,2,127.8,7,30,4,1,0,0,3,1
116,0,0.0,2,28,4,2,2,0,0,1
1,1,75.0,6,17,3,2,1,0,0,1
6,0,65.0,9,30,2,2,0,0,0,1
64,1,68.61,6,20,4,3,1,3,0,1
50,0,131.4,11,11,4,2,0,1,0,0
95,1,126.9,8,5,4,2,1,0,0,1
66,1,92.7,4,1,4,2,1,0,0,1
138,0,90.95,4,23,4,2,2,0,0,1
33,0,143.94,9,1,4,5,2,1,4,1
239,1,96.3,10,28,4,2,0,0,0,0
11,1,96.41,11,3,4,4,2,3,0,1
47,0,103.28,4,1,4,2,2,0,3,1
5,2,139.0,7,8,4,1,0,3,0,1
28,1,105.0,9,30,4,2,0,0,0,0
30,0,187.04,6,12,4,1,2,0,6,0
238,0,78.3,12,31,4,1,1,3,0,0
6,1,87.27,10,30,4,2,1,0,0,1
43,0,96.3,4,21,3,2,0,0,3,1
4,1,0.0,10,14,1,2,0,0,0,1
160,0,90.0,4,27,3,4,2,0,0,0
18,0,113.67,3,19,4,1,2,0,0,0
17,0,75.0,3,9,2,1,0,0,3,1
103,1,58.0,3,12,3,1,1,0,0,1
105,1,108.0,10,21,4,2,2,3,0,0
1,0,90.0,12,16,4,1,0,0,0,1
29,1,79.54,1,8,4,5,2,0,0,1
158,0,107.0,4,12,4,3,0,0,0,0
1,0,105.0,5,16,4,0,1,0,0,0
207,1,90.95,8,7,4,5,2,0,0,1
21,1,90.1,12,6,4,5,2,0,0,1
33,1,61.6,2,23,4,4,0,0,3,1
39,0,124.67,11,12,4,4,2,0,3,0
11,1,120.0,12,30,4,2,0,3,0,1
121,0,62.5,11,16,3,4,2,3,0,1
10,0,95.0,5,29,3,3,2,0,0,1
54,3,118.33,11,5,4,1,2,3,0,1
24,0,122.0,9,1,4,3,0,0,0,1
5,0,185.33,12,3,4,1,2,0,5,1
11,1,122.67,12,27,4,1,2,0,3,1
222,0,168.3,10,29,4,1,0,0,5,0
6,1,140.0,5,23,4,1,1,0,0,1
0,2,0.0,1,5,1,3,0,0,3,1
6,2,149.0,9,15,4,2,0,3,0,1
11,1,156.0,6,20,4,1,1,0,3,0
13,1,118.51,5,29,4,2,2,0,3,1
67,1,78.3,3,10,4,3,0,0,0,1
87,1,89.25,9,18,4,2,1,0,0,1
31,0,98.1,5,22,4,0,2,3,0,0
145,0,69.56,4,29,4,4,2,0,0,1
192,0,130.05,8,4,4,3,1,0,0,0
53,1,75.95,2,20,4,2,2,0,0,1
44,2,91.8,11,1,4,5,0,0,0,1
89,4,74.8,12,17,4,6,2,3,0,1
7,0,80.0,10,12,2,0,1,3,0,1
20,1,108.8,9,14,4,4,1,0,0,1
58,0,81.0,1,27,3,3,0,0,0,1
22,2,95.0,9,3,4,2,0,0,0,1
37,1,89.1,6,21,4,3,0,3,0,1
88,1,69.5,1,29,4,2,0,3,0,1
24,1,46.67,2,11,3,3,0,0,3,1
30,1,216.9,8,6,4,1,0,0,5,1
184,1,162.9,10,25,4,4,0,0,5,0
173,0,96.9,8,22,3,1,1,0,0,1
110,1,142.2,8,23,4,2,0,0,3,1
98,2,79.2,12,8,4,3,0,3,0,1
22,0,75.0,11,6,3,2,0,0,0,1
37,0,87.3,2,12,4,3,2,0,3,1
5,1,123.0,10,19,4,3,1,3,0,1
36,2,150.3,4,4,4,0,1,0,0,1
31,0,140.4,5,10,4,5,2,0,3,1
40,0,85.5,10,16,3,2,2,0,0,0
14,1,80.0,2,27,4,1,0,3,0,1
282,1,83.3,12,29,4,3,1,0,0,1
57,0,75.0,9,16,3,2,0,0,0,1
1,0,70.0,8,11,2,2,0,0,0,0
2,0,69.0,2,25,3,1,0,0,0,1
4,1,128.59,6,2,4,3,1,0,0,1
47,0,72.5,2,26,4,2,1,3,0,1
28,0,66.0,2,8,4,3,1,0,0,1
120,0,85.5,6,27,4,2,1,3,0,1
55,1,82.47,10,29,4,1,0,0,0,1
11,0,83.58,1,2,4,1,2,0,1,1
77,1,68.04,4,15,4,2,1,3,0,1
81,1,97.75,3,23,4,4,1,0,3,0
214,1,90.95,8,7,4,3,2,0,0,1
144,1,105.3,7,23,4,1,1,0,0,1
55,0,87.0,4,6,3,1,0,1,0,1
158,1,123.25,5,25,4,4,0,0,3,0
9,1,123.2,11,10,4,3,0,0,0,1
6,0,65.0,10,10,3,1,2,0,0,1
28,0,74.8,12,20,4,5,0,0,0,0
1,1,80.0,8,5,4,3,0,3,0,1
57,1,84.69,10,10,4,1,2,3,0,1
2,0,77.0,7,8,2,1,0,0,0,1
45,1,71.1,3,10,4,2,0,3,0,1
128,0,142.25,6,26,3,1,2,1,0,1
44,1,80.26,3,10,4,3,2,0,0,1
178,0,96.3,8,25,4,3,0,0,0,0
175,0,126.9,9,11,4,0,1,0,0,0
4,0,107.0,6,20,3,3,1,0,3,1
15,2,96.9,11,14,4,5,1,0,3,1
205,1,90.95,7,22,4,3,2,0,0,0
123,1,94.5,5,17,4,3,0,3,0,1
45,0,168.3,5,12,4,3,2,0,3,1
0,0,108.57,6,11,4,1,1,0,0,1
2,0,94.99,8,10,4,2,0,3,0,1
4,1,69.0,3,15,2,3,0,0,0,1
41,1,81.77,11,8,4,2,2,0,0,1
58,3,124.67,11,11,4,2,1,0,0,1
151,1,71.0,1,19,3,3,0,0,0,1
183,1,98.25,7,4,4,3,1,3,0,0
12,2,141.0,5,2,4,0,1,0,0,1
86,0,68.85,3,16,4,5,2,0,0,1
61,1,159.3,6,1,4,4,0,0,3,0
46,1,186.77,9,5,4,3,1,0,6,1
3,1,99.1,11,12,4,3,2,3,0,1
42,1,164.33,10,20,4,3,0,0,0,0
95,1,106.71,6,4,4,1,0,0,0,1
111,1,127.8,8,11,4,2,0,0,3,1
6,1,108.0,12,12,4,0,1,0,0,1
2,2,80.75,11,13,4,2,2,3,0,1
146,0,37.5,12,29,3,3,0,0,0,1
134,0,79.2,11,12,4,1,2,3,0,0
41,0,107.1,4,1,4,2,0,3,0,1
3,2,118.0,3,11,4,2,0,0,0,1
51,1,144.0,11,1,4,4,0,0,3,1
175,1,90.95,7,15,4,2,2,0,0,1
119,1,116.45,7,19,4,4,0,0,3,1
100,0,136.0,5,19,4,3,1,0,0,1
184,2,107.1,10,27,4,3,2,0,0,0
25,1,168.38,11,6,4,4,2,0,0,0
1,1,0.0,5,17,1,1,0,0,6,1
182,1,120.0,10,12,4,1,0,0,0,0
27,1,150.0,11,12,4,1,2,0,3,1
230,0,111.0,9,6,4,5,0,0,0,0
54,0,80.1,3,28,4,1,1,3,0,0
28,1,68.0,9,21,3,4,1,0,3,1
171,0,111.59,8,30,4,5,2,0,0,0
247,0,115.0,6,6,4,1,1,1,0,0
11,0,97.0,8,25,4,2,0,0,0,1
2,1,89.0,5,11,2,1,0,0,0,1
31,0,74.88,12,8,3,3,0,0,0,1
79,2,79.2,12,9,4,2,1,3,0,1
3,0,65.0,4,25,2,0,1,0,0,1
15,2,242.33,3,3,4,3,0,1,5,1
3,2,109.1,10,26,4,4,0,3,0,1
57,2,112.2,11,11,4,2,1,0,0,1
134,0,118.8,10,8,4,1,1,0,0,0
74,0,59.37,4,1,4,2,2,0,0,1
67,0,159.3,5,7,4,1,0,0,0,0
14,0,77.88,1,28,4,4,2,0,1,1
84,0,104.4,10,25,4,5,0,0,3,0
105,1,99.45,6,26,4,2,2,0,0,1
28,0,99.0,9,1,4,2,0,3,0,1
17,0,85.0,9,27,3,2,0,3,0,1
4,1,41.0,2,1,2,0,1,0,0,1
85,0,52.36,7,5,4,1,2,0,0,0
243,1,95.58,6,19,4,0,2,0,1,1
62,1,58.94,3,4,4,2,2,0,0,1
0,0,65.0,7,27,2,2,1,0,0,1
8,1,65.0,7,26,2,1,0,0,0,1
130,0,194.85,5,5,4,3,0,0,1,1
0,1,97.0,2,24,4,1,0,0,0,1
11,1,103.1,12,19,4,3,1,0,0,1
4,2,91.5,11,19,4,1,1,3,0,1
137,1,145.2,8,13,4,4,2,0,3,1
32,0,58.0,1,25,3,2,1,0,0,1
44,1,66.5,2,8,4,3,1,0,1,0
191,1,84.43,8,30,4,4,0,0,3,0
4,0,0.0,9,18,1,3,2,0,0,1
13,1,87.78,9,20,4,3,2,0,0,1
82,2,185.03,7,2,4,1,0,0,6,1
0,0,180.0,9,20,4,1,0,3,0,1
41,0,104.53,6,27,4,5,2,3,0,0
17,1,114.73,9,12,4,1,1,0,3,1
0,0,134.0,3,26,4,1,1,3,0,1
4,1,91.0,5,21,3,1,1,1,0,1
1,1,89.3,1,9,4,1,1,0,3,1
1,1,90.0,10,7,2,2,0,0,0,1
163,0,80.75,5,22,3,2,2,0,0,1
79,2,126.0,12,9,4,2,1,0,3,1
42,1,135.9,7,18,4,3,1,0,0,1
26,2,182.0,4,13,4,1,0,0,3,1
31,2,108.9,5,22,4,0,1,0,0,1
90,1,96.3,4,25,4,1,1,0,0,1
83,3,126.9,6,10,4,2,1,0,0,1
206,0,132.77,9,23,4,3,2,1,0,0
184,0,101.05,10,4,4,3,0,0,1,0
10,2,136.14,9,12,4,5,2,0,0,0
147,1,127.93,7,3,4,2,2,0,3,1
59,1,87.0,1,28,3,2,0,0,0,1
172,1,114.41,8,10,3,4,0,0,3,0
2,0,100.0,6,1,3,1,0,0,0,1
21,0,119.0,4,13,4,1,0,3,0,1
74,3,89.25,9,15,4,2,0,0,0,1
24,2,124.0,9,19,4,1,1,0,0,1
50,0,87.84,8,29,3,3,1,0,0,1
9,1,151.67,8,26,4,2,1,0,3,0
215,0,115.6,9,28,4,4,0,0,0,0
60,0,60.0,10,12,3,1,1,0,0,1
33,1,207.9,7,29,4,1,0,0,5,1
68,0,106.75,9,3,3,3,2,1,0,1
1,0,101.5,8,14,3,2,0,1,0,1
17,2,224.1,9,21,4,1,0,0,5,1
1,0,82.0,1,7,4,1,0,0,0,1
15,1,87.33,12,27,3,5,1,0,3,1
14,1,69.0,12,5,3,1,2,0,0,1
68,0,73.95,3,10,4,3,1,0,0,0
0,2,168.3,8,27,4,1,0,0,5,1
43,0,99.2,11,15,4,1,0,3,0,1
64,0,73.95,3,11,4,2,2,0,0,0
60,0,0.0,9,21,4,1,1,1,0,1
54,0,159.3,6,4,4,1,0,0,3,0
239,1,80.75,10,24,4,3,1,3,0,1
186,0,112.5,8,28,4,0,1,0,0,0
52,0,140.4,5,11,4,3,0,0,3,0
11,1,161.8,2,24,3,3,0,1,3,1
3,0,67.0,3,13,2,1,2,0,0,1
29,1,74.23,3,2,4,5,2,3,0,0
31,2,149.4,9,9,4,2,2,0,3,1
25,0,130.0,10,27,4,3,1,0,0,0
14,0,167.2,9,15,4,2,0,0,4,1
1,0,80.0,11,3,3,3,0,0,0,1
142,0,107.0,6,20,3,2,1,0,3,1
1,1,66.0,2,17,2,1,0,0,0,1
13,0,235.94,10,7,4,3,2,0,6,0
222,2,72.9,12,2,4,2,1,0,0,0
99,2,198.9,6,11,4,1,0,0,5,1
153,0,113.1,6,20,4,2,1,0,0,0
155,0,72.25,7,8,3,3,2,0,0,1
164,2,145.8,8,24,4,2,0,0,0,0
2,0,0.0,3,14,4,0,0,0,0,1
8,0,80.0,2,19,2,1,0,0,0,1
0,0,112.2,9,30,3,1,0,1,0,1
0,0,6.0,1,7,4,1,0,0,1,1
4,0,93.56,8,2,4,1,0,3,0,1
52,0,108.0,10,17,4,2,1,3,0,0
3,0,75.0,5,2,2,0,1,0,0,1
4,2,97.0,1,2,4,1,1,0,0,1
7,2,125.8,12,29,4,3,1,0,3,1
77,1,53.38,3,25,3,2,0,3,0,1
221,0,77.5,10,17,3,1,2,0,0,1
36,2,86.63,8,29,4,2,1,0,0,1
35,0,117.9,6,30,4,3,0,0,0,0
4,1,98.0,3,28,4,0,1,3,0,1
0,2,110.5,1,30,4,1,1,0,0,1
0,0,162.0,10,1,4,1,2,0,0,1
95,0,90.95,5,16,3,1,1,0,3,1
20,0,164.0,10,2,4,1,2,0,3,1
1,0,86.43,12,27,3,5,2,0,0,1
34,1,107.1,6,14,4,3,0,3,0,1
130,2,125.51,6,28,4,5,1,0,0,1
2,1,45.0,4,20,2,1,0,0,0,1
123,1,162.0,9,20,4,5,1,0,3,0
152,1,109.0,7,11,4,1,1,0,0,0
70,0,80.33,12,9,3,2,0,0,0,1
199,0,102.85,12,28,4,4,0,0,3,1
7,1,139.0,9,11,4,0,2,0,0,1
13,0,102.0,2,3,2,4,0,0,6,1
98,3,108.0,10,9,4,1,2,3,0,1
171,2,72.25,8,11,3,3,2,0,0,1
35,1,150.3,12,28,4,0,1,3,5,1
2,0,127.0,6,30,4,1,0,3,0,1
32,1,85.0,10,25,3,5,0,0,0,1
86,1,60.0,3,2,3,2,0,0,0,1
41,0,105.3,4,12,4,3,0,0,0,1
22,1,64.37,11,14,4,2,1,3,0,1
14,0,80.09,1,20,4,14,5,0,0,1
5,0,92.25,8,16,4,2,2,3,0,1
76,0,69.33,4,12,4,3,0,0,0,1
98,0,126.9,5,7,4,1,0,0,0,0
35,0,60.0,11,2,3,3,1,0,3,1
63,3,88.4,11,21,4,4,1,0,0,1
172,1,107.1,8,21,4,1,2,0,3,0
0,0,106.0,8,31,4,0,1,0,0,1
326,2,67.5,11,24,4,3,0,3,0,0
43,0,0.0,10,23,4,1,0,0,0,1
146,1,121.55,5,19,4,3,0,0,3,1
92,0,63.75,8,28,3,3,2,3,0,0
58,2,85.5,10,30,4,1,0,0,0,1
14,0,143.0,7,6,2,1,0,0,4,1
98,1,115.6,4,12,3,3,0,0,3,1
39,1,165.06,8,26,4,3,2,1,0,0
66,0,148.5,4,23,4,1,1,1,0,0
129,0,146.92,10,7,4,1,0,0,5,0
210,1,83.85,10,3,4,0,1,0,0,1
1,0,89.0,8,6,4,1,0,0,0,0
13,0,110.0,9,20,2,3,0,0,3,0
7,2,0.0,2,26,1,2,0,0,3,1
24,2,154.0,10,28,4,2,0,0,3,1
11,0,124.0,12,6,4,1,0,0,0,1
125,0,68.0,7,18,3,5,2,1,0,1
24,2,85.0,2,24,4,1,0,0,0,1
68,3,135.0,10,8,4,1,2,0,0,1
1,1,146.7,7,10,4,0,1,0,3,1
12,0,107.0,10,4,3,0,2,1,0,1
180,0,137.7,8,23,4,2,0,0,3,0
48,0,149.4,9,18,4,2,2,0,3,0
106,2,131.4,8,9,4,3,0,0,3,1
7,1,126.67,10,29,4,1,2,3,0,0
5,2,221.38,10,1,4,2,2,0,6,1
0,1,165.0,8,17,4,2,0,0,3,1
73,1,89.25,10,26,4,3,1,0,0,1
86,1,85.5,4,26,4,1,0,3,0,1
32,0,85.5,10,9,3,1,2,0,0,1
187,0,112.5,8,29,4,0,1,0,0,0
108,0,153.9,5,27,3,2,2,0,4,1
34,2,150.98,8,28,4,2,2,0,3,1
181,2,96.3,8,30,4,2,0,0,0,0
8,0,108.57,5,10,4,2,0,0,3,0
180,2,66.49,10,26,4,4,0,0,0,1
60,0,75.0,4,2,3,3,2,0,0,1
46,0,105.0,11,11,3,2,0,0,0,1
126,4,110.7,10,9,4,2,2,0,1,1
12,0,75.0,10,6,3,3,0,0,3,1
81,0,80.75,10,16,3,3,2,0,0,1
21,1,88.0,11,28,4,0,1,3,0,0
94,0,76.5,8,1,4,4,2,0,0,1
12,2,119.0,9,2,4,1,0,3,0,1
2,0,65.0,8,12,2,1,0,0,0,1
2,1,136.0,6,11,4,1,0,0,3,1
11,1,148.0,9,5,4,3,1,0,0,1
49,0,67.5,2,20,4,1,2,3,0,0
85,0,103.5,6,30,4,3,0,3,0,0
73,0,85.0,9,18,3,3,2,3,0,0
66,0,138.6,9,6,4,5,2,0,3,0
125,0,113.41,7,22,4,5,2,0,3,0
103,0,78.3,3,18,4,2,1,0,0,1
14,2,126.0,10,19,4,1,1,0,0,1
172,0,80.75,6,27,4,4,1,3,0,0
16,1,98.6,12,24,4,2,2,0,3,1
40,0,108.23,3,21,4,3,1,0,3,1
109,0,90.95,5,22,3,1,2,0,3,1
55,2,80.24,12,24,4,3,2,3,0,1
58,2,90.68,10,31,4,3,1,3,0,1
196,0,139.5,8,21,4,0,2,1,0,0
112,1,198.9,8,14,4,0,2,0,5,1
93,1,150.56,10,22,4,5,2,1,3,0
33,1,182.85,3,22,4,3,0,0,6,1
109,1,76.5,7,11,4,1,2,0,0,0
75,0,91.38,7,28,4,3,0,0,0,1
80,0,63.36,11,18,4,2,0,3,0,0
144,0,146.7,8,4,4,2,0,0,3,1
21,0,101.15,5,29,4,3,2,0,0,1
117,2,89.25,4,17,4,2,2,0,3,1
182,0,0.0,10,12,4,0,0,0,0,1
15,1,117.5,12,2,4,2,0,0,3,1
33,1,140.4,4,29,4,2,2,0,3,1
1,2,92.0,2,3,4,2,0,0,0,1
62,0,75.0,11,21,3,2,1,0,0,1
79,0,64.64,1,30,4,1,2,0,0,1
74,0,109.0,9,18,3,1,0,1,0,1
51,0,90.0,11,3,4,3,1,0,0,0
106,1,80.75,5,29,3,1,2,0,0,1
86,0,82.45,8,4,4,3,2,0,3,0
12,1,163.67,4,1,4,2,1,0,3,1
73,1,93.6,11,12,4,1,2,0,0,1
31,1,127.94,11,5,4,3,2,0,3,0
1,0,85.0,9,29,2,1,0,0,0,1
58,2,88.2,12,9,4,1,0,3,0,1
33,1,57.92,9,26,3,3,2,0,0,1
94,1,110.75,3,28,3,5,1,1,0,1
31,1,67.6,3,7,4,3,1,3,0,1
4,1,95.0,1,28,4,3,0,0,0,1
39,0,90.95,11,10,4,4,0,0,0,1
22,0,146.0,12,31,4,2,0,0,3,1
287,1,105.3,10,29,4,1,2,0,3,0
129,0,99.45,5,10,4,4,0,0,0,1
53,0,140.7,8,26,4,2,1,0,3,1
0,0,80.0,3,7,2,0,1,0,0,1
1,1,179.0,9,15,4,2,0,0,0,1
22,0,65.0,8,26,2,2,0,0,0,1
239,0,78.77,12,27,4,10,2,0,0,0
178,0,106.0,8,22,2,3,1,0,4,0
6,2,80.0,8,23,4,3,2,0,0,1
30,1,74.8,12,5,4,3,1,3,0,1
43,0,144.9,8,29,4,2,1,0,3,0
22,0,164.33,6,27,4,5,1,0,3,0
28,0,108.42,6,14,4,3,0,0,3,0
152,0,91.93,8,20,4,5,2,3,0,0
12,1,87.0,1,8,4,2,1,0,0,1
147,1,123.3,8,14,4,1,2,0,0,1
1,1,86.0,1,26,4,1,0,0,0,1
49,0,80.75,6,3,3,2,0,0,0,1
0,1,114.0,8,20,4,1,0,0,0,1
98,2,116.1,6,10,4,2,1,3,0,1
48,2,177.3,8,18,4,3,2,0,3,1
4,1,156.67,3,24,4,3,0,0,0,1
139,1,62.0,2,11,3,3,0,0,3,1
59,0,85.5,4,19,4,1,0,0,0,0
0,0,79.0,1,28,4,1,0,0,0,1
15,0,139.0,9,15,4,2,0,3,0,0
3,0,90.0,9,14,3,5,2,1,0,1
173,0,72.25,7,12,3,3,0,0,0,1
129,2,151.84,8,3,4,5,2,0,3,1
158,1,90.0,11,25,4,2,0,0,0,0
32,2,115.2,3,22,4,1,0,0,0,1
106,0,99.9,7,16,4,1,1,0,0,0
72,1,120.6,6,22,4,2,0,0,0,1
43,1,75.54,6,9,4,1,0,3,0,0
64,1,131.4,12,30,4,1,0,0,3,1
217,1,124.2,5,24,4,2,0,0,0,0
2,1,95.0,11,4,4,1,0,3,0,1
61,2,109.8,9,1,4,3,1,0,0,1
0,2,0.0,3,21,1,1,1,0,5,1
377,0,90.0,10,14,4,2,0,1,0,0
14,2,151.0,7,2,4,3,2,0,0,1
70,0,75.0,11,25,3,2,0,0,0,1
208,0,85.5,8,30,4,3,0,3,0,0
6,1,65.0,6,8,2,1,0,0,0,1
15,1,160.0,3,20,4,2,2,0,0,1
15,0,109.0,5,7,4,1,2,3,0,0
2,1,151.0,4,29,4,4,2,0,3,1
79,1,56.94,3,12,4,5,2,0,0,1
15,0,221.0,5,6,4,1,0,0,5,0
62,1,63.49,3,13,4,2,2,0,3,1
67,1,74.8,12,17,4,6,2,3,0,1
53,0,140.4,6,17,4,2,0,0,3,0
83,2,90.0,11,2,4,3,0,0,0,1
42,1,141.3,6,26,4,0,2,0,3,1
120,0,146.53,9,28,3,3,0,0,3,1
56,1,79.2,12,16,4,2,0,3,0,1
2,0,79.0,3,3,2,1,0,0,0,1
32,0,109.8,4,14,4,3,1,0,0,0
8,1,139.0,3,25,4,2,0,3,0,1
76,0,90.95,10,16,3,5,2,0,3,1
16,0,95.0,6,16,2,1,0,0,0,1
86,0,90.0,9,9,2,3,0,0,0,1
18,0,130.9,12,12,4,3,1,0,3,1
54,1,100.2,10,3,4,1,2,0,0,1
242,0,150.45,10,7,4,3,2,0,3,0
197,0,113.4,12,21,3,4,1,1,0,1
0,0,96.0,8,9,4,0,2,3,0,1
6,1,114.0,9,20,4,0,1,3,0,1
16,2,111.75,10,1,4,3,1,0,0,1
132,0,70.56,8,30,4,2,0,0,1,1
2,0,88.0,3,9,2,1,0,0,0,0
8,0,127.8,9,16,4,2,0,0,0,0
43,1,77.69,1,19,4,5,0,0,0,1
130,1,97.65,8,22,4,3,1,0,0,0
11,2,186.0,5,2,4,1,1,0,3,1
17,1,89.3,1,26,4,5,1,0,3,1
78,2,119.85,5,14,4,2,2,0,0,1
25,1,104.0,10,10,3,1,1,0,0,1
2,1,78.0,12,16,4,1,0,3,0,1
160,0,94.5,7,14,4,3,0,3,0,0
83,2,210.6,6,10,4,2,1,1,3,1
12,0,85.0,2,5,4,2,1,0,0,0
220,2,105.4,9,29,3,1,0,0,0,0
28,2,110.65,10,12,4,1,1,0,0,1
35,0,67.5,2,11,4,3,0,3,0,0
69,1,125.1,8,13,4,2,2,3,0,1
91,1,136.43,12,27,4,4,0,0,3,1
5,2,81.0,2,25,4,1,0,3,0,1
111,1,129.65,6,17,4,2,2,0,0,1
24,0,79.2,6,13,4,1,1,3,0,1
125,0,87.13,7,3,4,2,2,3,0,0
20,1,74.8,2,8,4,1,1,0,0,1
162,1,130.05,7,6,4,4,0,0,3,0
8,1,40.0,9,13,2,1,0,0,0,1
3,0,159.0,5,19,2,1,0,0,4,1
87,1,53.67,3,9,4,4,1,0,0,1
4,1,146.0,6,7,4,4,0,0,3,1
84,1,231.0,12,8,4,3,0,1,5,1
12,0,122.33,4,27,4,3,0,3,0,1
13,1,85.0,11,15,4,1,2,3,0,1
143,0,140.7,8,18,4,3,0,0,3,0
194,1,105.6,10,8,4,4,2,3,0,0
80,1,74.8,3,25,3,2,2,0,0,1
1,0,129.0,4,6,4,1,0,3,0,1
72,0,60.0,2,13,3,2,2,0,0,1
127,2,128.88,6,17,4,2,1,1,0,1
146,1,85.5,6,27,4,1,1,3,0,0
62,1,65.66,2,15,4,3,1,0,1,1
6,0,95.0,6,23,4,1,0,0,0,0
1,2,179.0,9,20,4,1,0,0,0,1
7,0,87.0,2,28,3,2,2,0,0,1
114,1,125.1,10,27,4,1,0,0,0,1
48,1,89.3,2,23,4,2,0,0,0,1
0,0,124.0,9,9,4,1,0,0,0,1
19,0,110.0,6,22,2,2,0,0,0,1
21,0,85.0,10,25,3,3,0,3,0,1
152,2,105.3,8,20,4,1,0,0,0,0
101,1,92.83,7,23,4,5,2,3,0,1
5,0,65.0,9,14,2,0,1,0,0,1
132,0,72.25,7,19,3,5,1,0,0,1
7,0,107.0,5,21,3,1,0,0,3,1
91,0,116.1,6,18,4,1,1,3,0,0
95,1,65.83,4,14,4,1,0,3,0,1
1,1,159.0,9,15,4,1,0,3,0,1
20,0,76.0,1,10,2,0,1,0,0,1
8,1,184.0,9,21,4,2,0,0,3,1
50,0,48.6,3,11,4,2,0,3,0,1
29,1,86.45,2,12,4,2,0,0,0,1
49,0,63.75,3,8,4,4,0,3,0,0
80,0,151.2,10,21,4,2,2,0,3,1
35,0,129.87,6,27,4,2,1,0,3,0
21,0,103.13,8,31,4,5,3,0,0,1
73,1,159.3,4,30,4,1,2,0,3,0
64,1,130.0,5,17,2,2,0,0,0,1
16,1,134.8,6,27,4,0,1,0,0,1
91,1,127.5,5,4,3,4,0,1,0,1
0,0,135.0,5,17,4,1,0,0,0,1
80,0,80.75,6,4,3,1,2,0,0,1
3,0,95.0,9,25,3,0,1,0,0,1
39,1,72.2,2,28,4,2,2,3,0,1
91,0,60.0,12,28,3,2,1,0,3,1
14,0,99.0,11,10,3,1,0,0,0,1
4,0,110.0,10,29,0,1,0,0,3,0
159,1,114.75,5,13,4,2,2,0,0,0
86,1,56.93,2,20,4,3,2,0,0,1
6,1,70.07,2,13,4,1,0,0,0,1
9,3,168.0,9,8,4,1,0,0,0,1
28,2,116.56,9,19,4,3,2,0,0,1
48,1,74.8,11,13,4,5,2,3,0,0
13,2,90.0,8,18,4,2,0,0,0,1
34,0,126.9,5,11,4,1,0,0,0,0
8,0,176.0,10,7,4,2,2,0,4,0
23,2,101.0,10,8,4,2,0,0,0,1
41,0,62.0,1,20,4,4,0,3,0,1
79,1,88.0,11,25,4,2,0,3,0,0
35,3,89.28,10,16,3,2,0,0,0,1
37,1,99.9,6,21,4,3,0,0,0,1
16,2,101.0,4,17,4,0,2,0,0,1
88,1,104.4,10,25,4,2,0,0,3,1
109,1,121.21,8,6,3,1,2,0,3,1
63,2,93.6,12,13,4,1,0,0,0,1
49,1,90.9,4,19,4,1,0,0,0,1
21,0,156.0,5,3,4,3,0,0,3,0
89,0,96.3,4,12,4,3,0,0,0,1
78,1,89.25,10,31,4,6,3,0,0,0
5,1,96.0,12,13,4,1,0,0,0,1
103,0,96.05,4,6,4,4,1,0,3,1
33,0,106.4,2,29,4,1,1,0,3,1
41,1,79.2,12,21,4,3,0,3,0,1
83,1,108.9,7,1,4,3,2,0,0,1
10,0,65.0,10,18,2,0,1,0,0,1
83,1,70.03,3,24,4,3,1,0,0,1
76,0,80.75,4,12,4,4,0,3,0,0
18,2,167.74,4,20,4,3,0,0,5,1
59,1,89.1,6,26,4,0,1,3,0,1
156,0,116.1,9,25,4,1,2,3,0,0
62,1,69.5,3,4,4,2,1,3,0,1
125,2,136.0,9,7,4,4,0,0,0,1
52,0,135.9,7,27,4,3,0,0,0,0
4,1,76.22,2,7,4,2,2,0,0,1
319,2,113.9,12,29,4,3,1,0,3,0
1,0,78.41,8,17,4,1,0,3,0,1
10,0,71.1,2,19,3,1,0,0,0,1
155,0,128.7,6,27,4,2,1,0,0,0
13,1,90.95,11,8,4,2,2,0,0,1
131,2,164.25,8,1,4,1,1,1,0,1
1,0,86.25,12,23,4,3,0,0,1,1
34,2,117.0,9,25,4,1,2,0,0,1
30,0,138.93,6,8,4,9,2,0,3,0
104,1,114.0,10,6,4,2,0,1,0,0
89,1,183.73,7,7,4,5,2,0,5,1
6,0,110.0,5,3,2,1,0,0,3,1
107,2,135.15,5,22,4,2,2,0,0,1
89,2,96.0,12,10,4,1,1,0,0,1
9,1,148.5,5,10,4,4,0,0,3,1
31,1,210.6,7,18,4,3,1,1,3,0
59,1,137.7,7,28,4,2,0,0,0,1
17,0,65.0,11,12,2,1,0,0,0,0
222,1,83.1,12,29,4,3,1,0,0,1
104,1,110.1,5,4,4,3,0,0,0,1
84,0,87.3,4,1,4,2,1,0,0,0
6,1,108.0,1,22,4,2,0,0,3,1
121,1,103.5,7,7,4,3,2,3,0,1
208,0,75.44,12,29,4,4,0,0,0,0
0,0,139.0,6,7,4,1,0,0,3,0
2,0,93.0,2,10,4,4,2,0,0,1
12,0,110.5,10,5,3,4,1,1,0,1
3,1,169.0,9,15,4,2,0,0,0,1
46,2,90.09,9,11,3,4,2,0,0,1
1,3,95.0,3,31,2,1,0,0,0,1
